assembly_accession,species,strain,assembly_level,assembly_method,bioproject,biosample,genome_size,gc_content,contig_count,n50,sequencing_tech,genome_type,host,isolation_source,country,collection_date,has_host,has_source,has_country,host_clean,source_clean,country_clean,species_epithet,host_bs,source_bs,country_bs,host_final,host_source,source_final,source_source,country_final,country_source,species_final
GCA_039835555.1,Bifidobacterium longum,A6_hBSD2780061687_210209,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321593,2411328.0,60.0,42.0,117524.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835575.1,Bifidobacterium longum,J1100826st1_G9_J1100826_190719,Contig,SPAdes v. 3.10.1,PRJNA880610,SAMN31321576,2239734.0,60.0,42.0,83731.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835595.1,Bifidobacterium longum,J1100826st1_C1_J1100826_190719,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321569,2239145.0,60.0,61.0,57425.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835615.1,Bifidobacterium longum,J1100826st1_A3_J1100826_190719,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321566,2254712.0,59.5,52.0,84932.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835625.1,Bifidobacterium longum,J1100826st1_C4_J1100826_190719,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321570,2235743.0,60.0,126.0,33483.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835655.1,Bifidobacterium longum,J1100826st1_A12_J1100826_190719,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321565,2239256.0,60.0,60.0,60684.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835675.1,Bifidobacterium longum,BSD2780120874st2_A3_BSD2780120874b_170522,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321532,2488218.0,60.0,62.0,90612.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835695.1,Bifidobacterium longum,BSD3448080978st1_C3_BSD3448080978_160613,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321547,2400910.0,60.0,34.0,114310.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835715.1,Bifidobacterium longum,1010st1_H10_1010SCRN_200918,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321507,2349668.0,60.0,26.0,158080.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835735.1,Bifidobacterium longum,2217st1_H1_2217SCRN_200827,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321513,2421266.0,60.0,44.0,194038.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835755.1,Bifidobacterium longum,1010st1_G6_1010SCRN_200918,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321506,2343389.0,60.0,20.0,180093.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835775.1,Bifidobacterium longum,1010st1_E7_1010SCRN_200918,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321505,2342989.0,60.0,15.0,342129.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835795.1,Bifidobacterium longum,1001713st1_H10_1001713B170207_170306,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321503,2367151.0,59.5,54.0,76469.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835815.1,Bifidobacterium longum,1001713st1_G2_1001713B170214_170313,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321502,2381618.0,60.0,65.0,76611.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835835.1,Bifidobacterium longum,1001283st2_G4_1001283B150304_161114,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321493,2581302.0,60.0,67.0,81271.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039835855.1,Bifidobacterium longum,1001262st1_G7_1001262B_160229,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321466,2349357.0,60.0,55.0,99650.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_039914275.1,Bifidobacterium longum,1001099st2_C11_1001099B_141217,Scaffold,SPAdes v. 3.10.1,PRJNA880610,SAMN31321458,2320031.0,60.0,72.0,127779.0,,isolate,Homo sapiens,,USA,,True,False,True,homo sapiens,,USA,longum,homo sapiens,,usa,homo sapiens,biosample,other,none,usa,biosample,Bifidobacterium longum
GCA_040091855.1,Bifidobacterium longum,CLA-JM-H30,Contig,SPAdes v. 3.15.5,PRJNA996881,SAMN40631363,2565896.0,59.5,340.0,12420.0,,isolate,Homo sapiens,,Germany:Aachen,,True,False,True,homo sapiens,,Germany:Aachen,longum,homo sapiens,fecal material [envo:00002003],germany:aachen,homo sapiens,biosample,human_gut,biosample,germany,biosample,Bifidobacterium longum
GCA_040091915.1,Bifidobacterium longum,CLA-JM-H30B,Contig,SPAdes v. 3.15.5,PRJNA996881,SAMN40631364,2378941.0,60.0,27.0,179259.0,,isolate,Homo sapiens,,Germany:Aachen,,True,False,True,homo sapiens,,Germany:Aachen,longum,homo sapiens,fecal material [envo:00002003],germany:aachen,homo sapiens,biosample,human_gut,biosample,germany,biosample,Bifidobacterium longum
GCA_040092665.1,Bifidobacterium longum,CLA-AP-H33,Contig,SPAdes v. 3.15.5,PRJNA996881,SAMN40631361,2460525.0,60.0,64.0,88612.0,,isolate,Homo sapiens,,Germany:Aachen,,True,False,True,homo sapiens,,Germany:Aachen,longum,homo sapiens,fecal material [envo:00002003],germany:aachen,homo sapiens,biosample,human_gut,biosample,germany,biosample,Bifidobacterium longum
GCA_040092865.1,Bifidobacterium longum,CLA-AP-H19,Contig,SPAdes v. 3.15.5,PRJNA996881,SAMN40631360,2371233.0,60.0,42.0,204449.0,,isolate,Homo sapiens,,Germany:Aachen,,True,False,True,homo sapiens,,Germany:Aachen,longum,homo sapiens,fecal material [envo:00002003],germany:aachen,homo sapiens,biosample,human_gut,biosample,germany,biosample,Bifidobacterium longum
GCA_040093105.1,Bifidobacterium longum,CLA-AA-H54,Contig,SPAdes v. 3.15.5,PRJNA996881,SAMN40631359,2567340.0,60.0,66.0,172726.0,,isolate,Homo sapiens,,Germany:Aachen,,True,False,True,homo sapiens,,Germany:Aachen,longum,homo sapiens,fecal material [envo:00002003],germany:aachen,homo sapiens,biosample,human_gut,biosample,germany,biosample,Bifidobacterium longum
GCA_040094725.1,Bifidobacterium longum,CLA-AA-H210,Contig,SPAdes v. 3.15.5,PRJNA996881,SAMN40631358,2649006.0,59.5,82.0,72374.0,,isolate,Homo sapiens,,Germany:Aachen,,True,False,True,homo sapiens,,Germany:Aachen,longum,homo sapiens,fecal material [envo:00002003],germany:aachen,homo sapiens,biosample,human_gut,biosample,germany,biosample,Bifidobacterium longum
GCA_040096865.1,Bifidobacterium longum,CLA-SR-H016,Contig,SPAdes v. 3.15.5,PRJNA996881,SAMN40631365,2312204.0,60.0,37.0,303596.0,,isolate,Homo sapiens,,Germany:Aachen,,True,False,True,homo sapiens,,Germany:Aachen,longum,homo sapiens,fecal material [envo:00002003],germany:aachen,homo sapiens,biosample,human_gut,biosample,germany,biosample,Bifidobacterium longum
GCA_040098185.1,Bifidobacterium longum,CLA-JM-H30C,Contig,SPAdes v. 3.15.5,PRJNA996881,SAMN40631362,2556795.0,59.5,78.0,129300.0,,isolate,Homo sapiens,,Germany:Aachen,,True,False,True,homo sapiens,,Germany:Aachen,longum,homo sapiens,fecal material [envo:00002003],germany:aachen,homo sapiens,biosample,human_gut,biosample,germany,biosample,Bifidobacterium longum
GCA_040267655.1,Bifidobacterium longum,PMC72,Complete Genome,MRTLink (Hifi_Microbial_Assembly) v. 10.2.1,PRJNA1123858,SAMN41829236,2264238.0,60.0,1.0,2264238.0,,isolate,Homo sapiens,stool,,,True,True,False,homo sapiens,stool,,longum,homo sapiens,stool,,homo sapiens,biosample,human_gut,biosample,unknown,none,Bifidobacterium longum
GCA_040883395.1,Bifidobacterium longum,AM-BL-55,Contig,CLC Genomics v. 24.0.1,PRJNA1127534,SAMN42007033,2484372.0,60.0,25.0,230517.0,,isolate,not provided,not provided,not provided,,True,True,True,not provided,not provided,not provided,longum,not provided,not provided,not provided,not provided,biosample,other,biosample,not provided,biosample,Bifidobacterium longum
GCA_040910925.1,Bifidobacterium longum,RTP21361st1_D9_RTP21361_211029,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007713,2784080.0,59.5,115.0,53682.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040910945.1,Bifidobacterium longum,RTP21361st2_D6_RTP21361_211029,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007715,2807394.0,59.5,60.0,93725.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040910965.1,Bifidobacterium longum,RTP21361st1_F2_RTP21361_211029,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007714,2785784.0,59.5,76.0,78765.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040910985.1,Bifidobacterium longum,RTP21361st1_D10_RTP21361_211029,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007712,2789454.0,59.5,106.0,76445.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911005.1,Bifidobacterium longum,RTP21360st3_F12_RTP21360_211022,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007711,2428405.0,60.0,42.0,127455.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911025.1,Bifidobacterium longum,RTP21360st1_E11_RTP21360_211022,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007708,2284981.0,59.5,33.0,160863.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911045.1,Bifidobacterium longum,RTP21360st2_E1_RTP21360_211022,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007710,2401458.0,60.0,57.0,73590.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911065.1,Bifidobacterium longum,RTP21358st2_H5_RTP21358_211008,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007706,2266742.0,59.5,84.0,51049.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911085.1,Bifidobacterium longum,RTP21360st1_F2_RTP21360_211022,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007709,2287761.0,59.5,36.0,123714.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911095.1,Bifidobacterium longum,RTP21360st1_D6_RTP21360_211022,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007707,2283518.0,59.5,38.0,143941.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911125.1,Bifidobacterium longum,RTP21358st1_G7_RTP21358_211008,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007705,2261879.0,59.5,58.0,93321.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911145.1,Bifidobacterium longum,RTP21357st2_H5_RTP21357_210408,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007702,2339644.0,60.0,61.0,67640.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911165.1,Bifidobacterium longum,RTP21358st1_G10_RTP21358_211008,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007704,2266281.0,59.5,94.0,60877.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911175.1,Bifidobacterium longum,RTP21358st1_E8_RTP21358_211008,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007703,2246186.0,59.5,61.0,82912.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911205.1,Bifidobacterium longum,RTP21357st2_D6_RTP21359_211015,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007699,2355949.0,60.0,49.0,138740.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911225.1,Bifidobacterium longum,RTP21357st2_G2_RTP21359_211015,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007701,2348465.0,60.0,53.0,135963.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911245.1,Bifidobacterium longum,RTP21357st2_F9_RTP21359_211015,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007700,2627278.0,59.5,196.0,135846.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911265.1,Bifidobacterium longum,RTP21357st2_D4_RTP21359_211015,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007698,2365351.0,59.5,78.0,65433.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911285.1,Bifidobacterium longum,RTP21357st1_C12_RTP21357_210408,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007696,2420043.0,60.0,83.0,44082.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911305.1,Bifidobacterium longum,RTP21357st1_D1_RTP21357_210408,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007697,2424897.0,60.0,86.0,48891.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040911325.1,Bifidobacterium longum,RTP21357st1_B10_RTP21357_210408,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41007695,2417776.0,60.0,123.0,37102.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040916685.1,Bifidobacterium longum,RTP21281st3_H6_RTP21281_210402,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41018566,2424098.0,60.0,84.0,56944.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040916705.1,Bifidobacterium longum,RTP31106st1_C6_RTP31106_210429,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41018567,2376875.0,60.0,141.0,33473.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040916725.1,Bifidobacterium longum,RTP31106st2_G1_RTP31106_210429,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41018569,2472005.0,60.0,131.0,34402.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040916745.1,Bifidobacterium longum,RTP21281st3_B6_RTP21281_210402,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41018565,2425130.0,60.0,68.0,78424.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040916765.1,Bifidobacterium longum,RTP31106st1_E2_RTP31106_210429,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41018568,2378579.0,60.0,115.0,34944.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040916785.1,Bifidobacterium longum,RTP21281st1_A10_RTP21281_210402,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41018562,2454992.0,60.0,72.0,64420.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040916805.1,Bifidobacterium longum,RTP21281st1_D9_RTP21281_210402,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41018563,2457311.0,60.0,69.0,71188.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040916825.1,Bifidobacterium longum,RTP21276st2_F6_RTP21276_210326,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41018561,2427540.0,60.0,175.0,22910.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040916845.1,Bifidobacterium longum,RTP21276st2_F2_RTP21276_210326,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41018560,2433236.0,60.0,123.0,38477.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040916865.1,Bifidobacterium longum,RTP21281st2_B1_RTP21281_210402,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41018564,2331677.0,60.0,54.0,95582.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040916885.1,Bifidobacterium longum,RTP21276st1_F12_RTP21276_210326,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41018559,2497432.0,60.0,152.0,27483.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
GCA_040916905.1,Bifidobacterium longum,RTP21204st1_E4_RTP21204_210225,Scaffold,SPAdes v. v3.14.1,PRJNA1093465,SAMN41018557,2420020.0,60.0,32.0,147639.0,,isolate,Homo sapiens,,USA: New York,,True,False,True,homo sapiens,,USA: New York,longum,homo sapiens,rich broth,usa: new york,homo sapiens,biosample,other,biosample,usa,biosample,Bifidobacterium longum
